name	created	released	status	source	title
07MADRID546	2007	2010	CONFIDENTIAL	Embassy Madrid	GOS ACKNOWLEDGES US CONCERN ABOUT IRAQ WAR COMMENTS 
06BEIJING10909	2006	2010	SECRET	Embassy Beijing	A/S HILL'S MAY 25 WORKING LUNCH WITH VFM WU DAWEI 
09LONDON1818	2009	2011	CONFIDENTIAL	Embassy London	SOMALILAND: KULMIYE OPPOSITION PARTY SUPPORTS MORE USG PRESSURE FOR ELECTIONS  REF: NAIROBI 1685  
09CAIRO1468	2009	2011	SECRET	Embassy Cairo	NDP INSIDER: MILITARY WILL ENSURE TRANSFER OF POWER 
09RIYADH1557	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Riyadh	x
06MADRID2809	2006	2010	CONFIDENTIAL	Embassy Madrid	SPANISH SEEK INCLUSION IN WESTERN SAHARA STRATEGY
09LONDON63	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy London	UK WORKING WITH EU TO IMPROVE BURMA SANCTIONS 
08STATE3728	2008	2011	SECRET	Secretary of State	A/S WELCH'S JANUARY 3 MEETING WITH LIBYAN FM 
09BRASILIA1443	2009	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL: RESPONSE TO TITLE III REQUEST 
09ABUDHABI192	2009	2010	SECRET//NOFORN	Embassy Abu Dhabi	URGENT UAE REQUEST FOR AIR DEFENSE -- FIVE PATRIOT BATTERIES 
09ASMARA80	2009	2010	SECRET	Embassy Asmara	IS ERITREA UNRAVELING? 
10TRIPOLI100	2010	2011	CONFIDENTIAL	Embassy Tripoli	HEAD OF LIBYAN IMMIGRATION: U.S. BUSINESSMEN ARE WELCOME CLASSIFIED
08BAKU790	2008	2010	CONFIDENTIAL	Embassy Baku	AZERBAIJANI PRESIDENT:  I DIDN?T STAND BEHIND 
08REYKJAVIK55	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	IS ICELANDIC GOVERNMENT DOING ENOUGH TO HALT ECONOMY'S 
09TRIPOLI705	2009	2011	CONFIDENTIAL	Embassy Tripoli	RATS BE GONE: UK PEST ERADICATION FIRM RENTOKIL EXPANDING IN LIBYA REF: 08 TRIPOLI 635 TRIPOLI 00000705 001.2 OF 002
09REYKJAVIK97	2009	2011	UNCLASSIFIED	Embassy Reykjavik	FIRST CASE OF H1N1 INFLUENZA CONFIRMED IN ICELAND 
08MUNICH355	2008	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Consulate Munich	GERMANY/BAVARIA: CSU HOPES FOR FRESH START WITH NEW AND
05RIODEJANEIRO1238	2005	2010	UNCLASSIFIED	Consulate Rio De Janeiro	DRUGLORD ORDERS RIO BUS BURNED 
09BRASILIA717	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	BRAZIL LAUNCHES A TEST ROCKET AS A STEP TOWARD REVIVING ITS 
09LONDON2339	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy London	UK UNABLE TO COMMIT TO SENDING REPRESENTATIVE TO 
08ISLAMABAD164	2008	2011	CONFIDENTIAL	Embassy Islamabad	CODEL LIEBERMAN'S MEETING WITH PAKISTAN COAS KAYANI
07BRASILIA430	2007	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL: U/S BURNS MEETING WITH PRESIDENTIAL FOREIGN POLICY ADVISOR MARCO AURELIO GARCIA 
10TRIPOLI134	2010	2011	CONFIDENTIAL	Embassy Tripoli	LIBYA MAKES GOOD ON THREAT TO DECLARE SCHENGEN VISA WAR REF: TRIPOLI 112 TRIPOLI 00000134 001.2 OF 003 CLASSIFIED BY: Gene A. Cretz, Ambassador, U.S. Embassy Tripoli, Department of State. REASON: 1.4 (b), (d)
08REYKJAVIK258	2008	2011	UNCLASSIFIED	Embassy Reykjavik	ICELAND: PRIME MINISTER CONGRATULATES PRESIDENT-ELECT 
09STOCKHOLM599	2009	2010	CONFIDENTIAL	Embassy Stockholm	WHO IS CARL BILDT? 
09LONDON2535	2009	2011	CONFIDENTIAL//NOFORN	Embassy London	UK IN BROAD AGREEMENT ON NATO ENLARGEMENT 
09DUSHANBE575	2009	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Dushanbe	TAJIKISTAN'S NEW SYNAGOGUE: BUSINESS, CENTRAL ASIA STYLE 
09TRIPOLI239	2009	2011	SECRET	Embassy Tripoli	U.S. AFRICA COMMAND HEAD:  ALLAYING LIBYAN FEARS ON THE 
09REYKJAVIK25	2009	2011	CONFIDENTIAL	Embassy Reykjavik	ICELAND: OUTGOING MINISTER ALLOWS FOR LARGE FIN WHALE HUNT 
09ROME649	2009	2010	CONFIDENTIAL//NOFORN	Embassy Rome	SCENESETTER FOR ITALIAN PM BERLUSCONI?S JUNE 15 
09TRIPOLI925	2009	2011	CONFIDENTIAL	Embassy Tripoli	x
08RIYADH1619	2008	2010	SECRET	Embassy Riyadh	SAG AGREES TO USG STEPS TO PROTECT OIL FACILITIES 
09MOSCOW2353	2009	2011	CONFIDENTIAL	Embassy Moscow	x
06BRASILIA2352	2006	2010	CONFIDENTIAL	Embassy Brasilia	BRAZIL: AMBASSADOR SOBEL PRESENTS CREDENTIALS TO PRESIDENT LULA, 7 NOVEMBER 2006 
09TRIPOLI49	2009	2011	CONFIDENTIAL	Embassy Tripoli	GOL PROTESTS AMBASSADOR'S PUBLIC MENTION OF HUMAN RIGHTS  
10CAIRO245	2010	2011	UNCLASSIFIED	Embassy Cairo	UPDATE ON U.S.-EGYPT STRATEGIC ECONOMIC DIALOGUE 
09BRASILIA905	2009	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	Brazil's 2010 Presidential Election: Early Snapshot 
08TRIPOLI829	2008	2011	CONFIDENTIAL	Embassy Tripoli	AL-QADHAFI: TO RUSSIA, WITH LOVE? 
09TRIPOLI223	2009	2011	CONFIDENTIAL	Embassy Tripoli	x
09TRIPOLI943	2009	2011	SECRET//NOFORN	Embassy Tripoli	LIBYAN MFA BRIEFED ON HEU SECURITY CONCERNS 
04THEHAGUE2415	2004	2011	CONFIDENTIAL	Embassy The Hague	TURKEY'S EU CANDIDACY AND DUTCH POLITICS 
06CARACAS2367	2006	2010	SECRET//NOFORN	Embassy Caracas	CASTRO'S ILLNESS; IMPACT ON THE BRV, ON BRV-GOC 
09BRASILIA1516	2009	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	BRAZIL IS PROUD OF ITS AMBITIOUS APPROACH TO COPENHAGEN 
06MOSCOW9482	2006	2011	CONFIDENTIAL	Embassy Moscow	x
09TRIPOLI155	2009	2011	CONFIDENTIAL	Embassy Tripoli	THE FROGMAN WHO COULDN'T SWIM: A COOPERATION CAUTIONARY 
06PARIS5974	2006	2010	CONFIDENTIAL	Embassy Paris	FRENCH ELECTION 2007: NICOLAS SARKOZY -- THE 
08SANJOSE882	2008	2010	CONFIDENTIAL	Embassy San Jose	GOCR FEARS THAT LAX ECUADOR VISA POLICY IS FUELING
07HARARE638	2007	2010	CONFIDENTIAL	Embassy Harare	The End is Nigh 
10STATE4108	2010	2010	CONFIDENTIAL	Secretary of State	CLARIFYING THE TRANSITION TO AFGHAN LEAD 
05CAIRO7782	2005	2010	CONFIDENTIAL	Embassy Cairo	PDAS LIZ CHENEY'S SEPTEMBER 28 MEETING WITH GAMAL 
09STATE62397	2009	2010	SECRET//NOFORN	Secretary of State	(S) REPORTING AND COLLECTION NEEDS: SLOVENIA 
09PRISTINA148	2009	2010	CONFIDENTIAL	Embassy Pristina	KOSOVO/EULEX: AT FULL OPERATING CAPABILITY, BUT 
08DAMASCUS427	2008	2010	CONFIDENTIAL	Embassy Damascus	FRENCH CONSIDER THEIR DAMASCUS VISIT A SUCCESS 
08BRASILIA236	2008	2010	CONFIDENTIAL	Embassy Brasilia	AMBASSADOR'S MEETING WITH MINISTER OF DEFENSE JOBIM 
03ABUDHABI2641	2003	2010	CONFIDENTIAL	Embassy Abu Dhabi	UAE TO SUPPORT JORDAN OIL NEEDS FOR 
07BAKU522	2007	2010	CONFIDENTIAL	Embassy Baku	AZERBAIJAN ENERGY MINISTER LIKES BP BUT WANTS MORE 
05BRASILIA1152	2005	2010	CONFIDENTIAL	Embassy Brasilia	(CORRECTED COPY) BRAZIL: A/S RADEMAKER'S MEETING WITH FOREIGN MINISTRY OFFICIALS ON NPT REVCON, ARTICLE 98 
07MOSCOW5598	2007	2011	CONFIDENTIAL	Embassy Moscow	PUTIN AND UNITED RUSSIA DOMINATE MEDIA IN RUN UP 
09TRIPOLI587	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	DEMARCHE DELIVERED: RESULTS OF U.S.-RUSSIA PRESIDENTIAL 
09LONDON2705	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy London	UK BANKS: LARGE EXPOSURE TO THE UAE, BUT STILL SMALL TO 
10TRIPOLI115	2010	2011	SECRET//NOFORN	Embassy Tripoli	LIBYA INSISTS BALL IN U.S. COURT ON  SCUD B ALTERNATIVE 
07REYKJAVIK99	2007	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	Iceland: Pressing for movement on air defense radar issues 
09SEOUL1400	2009	2010	CONFIDENTIAL	Embassy Seoul	INTER-KOREAN RED CROSS TALKS ON FAMILY
10STATE9410	2010	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Secretary of State	EGYPT LEAHY VETTING RESPONSE - 99423 THRU 99487 
08ISLAMABAD2802	2008	2010	CONFIDENTIAL	Embassy Islamabad	IMMUNITY FOR MUSHARRAF LIKELY AFTER ZARDARI?S 
10ISLAMABAD428	2010	2010	SECRET	Embassy Islamabad	SENATOR KERRY MEETS WITH PAKISTANI PRESIDENT 
09REYKJAVIK61	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND: THE PROGRESSIVE PARTY -- AN OVERVIEW 
10CARACAS147	2010	2010	CONFIDENTIAL	Embassy Caracas	Venezuela: Insights into Recent PDVSA Activity from 
09STATE100153	2009	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Secretary of State	EXISTENCE OF A COVERT URANIUM ENRICHMENT 
07CAIRO2871	2007	2010	CONFIDENTIAL	Embassy Cairo	EGYPT IN TRANSITION: SADAT AND MUBARAK 
09BRASILIA1460	2009	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	BRAZIL: AMAZON FUND AND OTHER FUNDS TO PROTECT THE 
07TRIPOLI1039	2007	2011	SECRET	Embassy Tripoli	LIBYA: FOLLOW-UP ON ACCESS TO RETURNED GTMO DETAINEES REF: A) STATE 165729, B) STATE 127608, C) TRIPOLI 723, D) TRIPOLI 797 CLASSIFIED BY: Chris Stevens, DCM, Embassy Tripoli, Department of State. REASON: 1.4 (b), (d)
07ALGIERS1809	2007	2010	SECRET	Embassy Algiers	AFTER THE LATEST ALGIERS BOMBINGS:  THIS WILL BE A 
09MOSCOW1051	2009	2011	CONFIDENTIAL	Embassy Moscow	SCENESETTER FOR FBI DIRECTOR MUELLER'S TRIP TO RUSSIA 
09TRIPOLI558	2009	2011	CONFIDENTIAL	Embassy Tripoli	AU SUMMIT: A/S CARSON MEETING WITH FRENCH MFA AFRICA DIRECTOR GOMPERTZ TRIPOLI 00000558 001.2 OF 002 CLASSIFIED BY: Gene A. Cretz, Ambassador, US Embassy Tripoli, Department of State. REASON: 1.4 (b), (d)
09BRASILIA757	2009	2010	CONFIDENTIAL	Embassy Brasilia	BRAZIL: BILATERAL ACCORDS A KEY COMPONENT IN 
06MADRID1035	2006	2010	CONFIDENTIAL	Embassy Madrid	SPAIN/CUBA: TITLE III OF LIBERTAD ACT
10MADRID155	2010	2010	CONFIDENTIAL	Embassy Madrid	AMBASSADOR SOLOMONT'S FEBRUARY 4, 2010 MEETING
07BERLIN802	2007	2010	CONFIDENTIAL	Embassy Berlin	SCENESETTER FOR ANGELA MERKEL IN WASHINGTON: GOALS 
09TRIPOLI684	2009	2011	CONFIDENTIAL	Embassy Tripoli	MEDIA REACTION:  RELEASE OF PAN AM 103 BOMBER MEGRAHI REF: A. Tripoli 662; B. Tripoli 660 CLASSIFIED BY: Joan Polaschik, Charge d'Affaires, U.S. Embassy Tripoli, Department of State. REASON: 1.4 (b), (d)
08TRIPOLI527	2008	2011	CONFIDENTIAL	Embassy Tripoli	LIBYAN RESPONSE ON ARB-4 REVIEW PROCEEDINGS 
09KABUL2346	2009	2011	SECRET	Embassy Kabul	AFGHANS TO CONTINUE POPPY ERADICATION 
09BAKU30	2009	2010	CONFIDENTIAL	Embassy Baku	AZERBAIJAN: BP DOWNBEAT ON 2009 SHAH DENIZ PHASE 
09TRIPOLI805	2009	2011	CONFIDENTIAL//NOFORN	Embassy Tripoli	UNCONFIRMED REPORT THAT QADHAFI PROMOTES SAIF AL-ISLAM IN "SECRET" MEETING REF: A. TRIPOLI 64 B. TRIPOLI 40 C. TRIPOLI 359 Derived from: DSCG 05-1, B,D
07PARIS3668	2007	2010	CONFIDENTIAL	Embassy Paris	FRENCH MFA READOUT ON AUGUST 23 TEHRAN VISIT BY 
08LIMA196	2008	2010	SECRET	Embassy Lima	"SHINING PATH": WHAT DOES IT MEAN TODAY? 
10BAGHDAD167	2010	2010	SECRET	Embassy Baghdad	PRT MUTHANNA: RENTAL SHEIKS AND LOST IRANIAN
08BAKU625	2008	2010	SECRET	Embassy Baku	AZERBAIJAN FACES CHALLENGE OF PROTECTING CRITICAL 
08TELAVIV1984	2008	2011	SECRET	Embassy Tel Aviv	DEFENSE MINISTER BARAK'S DISCUSSIONS IN EGYPT 
07MADRID2070	2007	2010	CONFIDENTIAL	Embassy Madrid	SPANISH ROYAL VISIT TO CEUTA AND MELILLA BACKFIRES
08MOSCOW2671	2008	2011	CONFIDENTIAL	Embassy Moscow	x
08BRASILIA880	2008	2010	CONFIDENTIAL	Embassy Brasilia	BRAZILIAN PRESIDENTIAL ADVISOR PROMISES TO RAISE 
05MADRID4026	2005	2010	UNCLASSIFIED	Embassy Madrid	AMBASSADOR'S NOVEMBER 10 MEETING WITH CULTURE
10MADRID135	2010	2011	UNCLASSIFIED	Embassy Madrid	SPAIN RECEIVES U.S.-EU SECOND STAGE AIR TRANSPORT 
08ALGIERS1327	2008	2011	SECRET	Embassy Algiers	ALGERIAN MFA WARY ON EVE OF ASAD VISIT 
09BRASILIA1076	2009	2011	CONFIDENTIAL	Embassy Brasilia	WHA DAS MCMULLEN,S CLEARS THE AIR ON THE U.S.-COLOMBIA DCA, OPENS DIALOG ON REGIONAL ISSUES 
09TRIPOLI495	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	FM KUSA:  "STEP BY STEP" APPROACH TO VISA FOR AMERICANS 
09PRETORIA939	2009	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Pretoria	PART 1 OF 3:  THE LIFE AND TIMES OF SOUTH AFRICA?S 
07ACCRA2590	2007	2010	CONFIDENTIAL	Embassy Accra	GHANA RESPONSE TO EFFORTS TO COMBAT WEST AFRICAN 
08BRASILIA674	2008	2010	CONFIDENTIAL	Embassy Brasilia	BRAZIL: TOP ADVISER DILMA ROUSSEFF BOOSTS OWN 2010 PRESIDENTIAL CHANCES 
10ZAGREB53	2010	2010	CONFIDENTIAL	Embassy Zagreb	CROATIAN PROSECUTORS INVESTIGATING FORMER PM AND 
09STATE82013	2009	2010	CONFIDENTIAL	Secretary of State	NUCLEAR NONPROLIFERATION TREATY (NPT) BILATERALS 
09TRIPOLI697	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	LIBYAN DIPLOMATIC NOTE REQUESTING DIPLOMATIC CLEARANCE FOR QADHAFI'S PLANE REF: TRIPOLI 695
07BRASILIA370	2007	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL: U/S BURNS' MEETING WITH FOREIGN MINISTER AMORIM 
07SAOPAULO601	2007	2011	CONFIDENTIAL	Consulate Sao Paulo	CONVERSATION WITH AN OLD FRIEND OF LULA 
09TRIPOLI764	2009	2011	CONFIDENTIAL	Embassy Tripoli	LIBYA'S AGENCY FOR ECONOMIC REFORM RENEWS REQUESTS FOR AMERICAN EXPERTISE REF: A) Tripoli 386; B) 08 Tripoli 937; C) Tripoli 223 TRIPOLI 00000764 001.2 OF 003 
09REYKJAVIK202	2009	2011	CONFIDENTIAL	Embassy Reykjavik	GOVERNMENT RECONSIDERS AMOUNT OF TAX FOR ENERGY USE 
10ISLAMABAD345	2010	2010	CONFIDENTIAL	Embassy Islamabad	WIDESPREAD CONDEMNATION OF DR. AAFIA SIDDIQUI,S 
09USNATO588	2009	2010	SECRET	Mission USNATO	DEMARCHE DELIVERED ON NATO CONTINGENCY PLANNING 
05BOGOTA7402	2005	2010	SECRET	Embassy Bogota	U/S BURNS MEETS WITH PRESIDENT URIBE 
09BRASILIA1276	2009	2010	UNCLASSIFIED	Embassy Brasilia	REQUEST TO BRAZIL TO RESETTLE CUBAN MIGRANTS PROTECTED ON GUANTANAMO 
07MADRID1952	2007	2010	UNCLASSIFIED	Embassy Madrid	SPANISH DEMARCHES ON ODYSSEY ONCE AGAIN
09TRIPOLI875	2009	2011	CONFIDENTIAL	Embassy Tripoli	DEMARCHE DELIVERED: SUDAN STRATEGY ROLLOUT REF: STATE 109669
10CARACAS193	2010	2011	CONFIDENTIAL	Embassy Caracas	Chevron "Wins" A Carabobo Project 
09TRIPOLI770	2009	2011	SECRET//NOFORN	Embassy Tripoli	LIBYA'S LATEST CONTRETEMPS - WITH CANADA TRIPOLI 00000770 001.2 OF 002
10ANKARA150	2010	2010	CONFIDENTIAL	Embassy Ankara	TURKEY: OF COUPS AND CONSTITUTIONAL REFORMS 
06STATE40904	2006	2011	CONFIDENTIAL	Secretary of State	DISCOURAGING MORATINOS' SYRIAN STRATEGY
07PARIS4685	2007	2010	SECRET	Embassy Paris	YOUR DECEMBER 16-18 VISIT TO FRANCE 
09PARAMARIBO118	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Paramaribo	SURINAME: VENEZUELAN AMBASSADOR RECALLED? 
09TRIPOLI289	2009	2011	CONFIDENTIAL	Embassy Tripoli	CATERPILLAR EDGING CLOSER TO LIFTING OF BAN? REF: A) TRIPOLI 258; B) TRIPOLI 157 CLASSIFIED BY: Gene Cretz, Ambassador, U.S. Embassy Tripoli, U.S. Department of State. REASON: 1.4 (b), (d)
09MOSCOW3051	2009	2011	CONFIDENTIAL	Embassy Moscow	U/S HORMATS'S MEETING WITH GAZPROM
07MOSCOW1974	2007	2011	CONFIDENTIAL	Embassy Moscow	RUSSIAN SCIENCE: PUTI...
08MOSCOW2153	2008	2011	CONFIDENTIAL	Embassy Moscow	x
07SAOPAULO165	2007	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Consulate Sao Paulo	UNDER SECRETARY BURNS'S ENERGY ROUNDTABLE IN SAO PAULO, FEBRUARY 6, 2007 SENSITIVE BUT UNCLASSIFIED - PLEASE PROTECT ACCORDINGLY 
08REYKJAVIK27	2008	2011	CONFIDENTIAL	Embassy Reykjavik	KOSOVO: ICELAND MUDDLING ITS WAY TOWARDS RECOGNITION 
10MOSCOW317	2010	2010	SECRET	Embassy Moscow	THE LUZKHOV DILEMMA
05BRASILIA2149	2005	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL - POTENTIAL ECONOMIC SCENARIOS AS THE POLITICAL SCANDAL MOVES FORWARD 
09BRASILIA1228	2009	2010	CONFIDENTIAL	Embassy Brasilia	BRIEFING ON OUTCOME OF P5+1 TALKS WITH IRAN IN GENEVA OCTOBER 1 
07THEHAGUE935	2007	2011	CONFIDENTIAL	Embassy The Hague	ISA (FORMERLY ILSA): DUTCH AND SHELL ON 
90BAGHDAD4237	1990	2011	SECRET	Embassy Baghdad	SADDAM'S MESSAGE OF FRIENDSHIP TO PRESIDENT BUSH
08MADRID580	2008	2010	CONFIDENTIAL	Embassy Madrid	SPAIN/CUBA: TITLE III OF LIBERTAD ACT
05BRASILIA2676	2005	2011	CONFIDENTIAL	Embassy Brasilia	DEPUTY SECRETARY'S OCTOBER 6 MEETING WITH FOREIGN MINISTER AMORIM 
10USNATO67	2010	2010	CONFIDENTIAL	Mission USNATO	FRENCH MISTRAL SALE TO RUSSIA RAISED AT NATO
08LONDON1841	2008	2011	CONFIDENTIAL//NOFORN	Embassy London	SUDAN/ICC: UK PREPARED TO REMAIN INITIALLY 
09STOCKHOLM237	2009	2010	SECRET	Embassy Stockholm	x
07MADRID210	2007	2010	CONFIDENTIAL//NOFORN	Embassy Madrid	FM MORATINOS ON AFGHANISTAN
09LONDON1701	2009	2011	CONFIDENTIAL	Embassy London	SOMALIA/HOA: PDAS CARTER INFORMED THAT UK TO INCREASE SOMALIA ENGAGEMENT REF: LONDON 1635 Classified By: Acting Political Counselor Daniel McNicholas, reasons
08PARAMARIBO436	2008	2011	UNCLASSIFIED	Embassy Paramaribo	PRESIDENT VENETIAAN'S STATE OF THE REPUBLIC -- OLD AND NEW 
09TRIPOLI22	2009	2011	CONFIDENTIAL	Embassy Tripoli	REGIME-ORCHESTRATED ATTACKS AGAINST BERBERS IN YEFREN 
09MOSCOW3144	2009	2010	CONFIDENTIAL	Embassy Moscow	RULE OF LAW LIPSTICK ON A POLITICAL PIG: 
07TELAVIV1733	2007	2010	SECRET	Embassy Tel Aviv	MILITARY INTELLIGENCE DIRECTOR YADLIN COMMENTS ON
09DAMASCUS357	2009	2011	CONFIDENTIAL	Embassy Damascus	x
08LONDON1921	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy London	SQUEEZED IN THE JAWS OF THE CREDIT CRUNCH -- UK ECONOMY 
06BAKU1835	2006	2010	CONFIDENTIAL	Embassy Baku	GOAJ INCREASINGLY CONCERNED ABOUT USG POLICY 
08BEIJING647	2008	2011	SECRET	Embassy Beijing	CHINA'S ANGST OVER U.S. SATELLITE INTERCEPTION
08LONDON2964	2008	2011	CONFIDENTIAL//NOFORN	Embassy London	AFGHANISTAN: PRESIDENT KARZAI NOT CONFIDENT ON 
09REYKJAVIK208	2009	2011	CONFIDENTIAL	Embassy Reykjavik	ICELAND'S POSITION UNCHANGED ON UNGA RESOLUTIONS 
08LAPAZ2670	2008	2010	CONFIDENTIAL	Embassy La Paz	MORALES BASHES GOLDBERG PINATA ONE MORE TIME 
07MOSCOW5429	2007	2011	CONFIDENTIAL	Embassy Moscow	CHINESE PREMIER WEN VISITS MOSCOW; FOCUS ON 
04SAOPAULO493	2004	2010	CONFIDENTIAL	Consulate Sao Paulo	SPECIAL ENVOY REICH'S MEETING WITH JOSE DIRCEU REF: BRASILIA 676 
09LONDON2485	2009	2011	UNCLASSIFIED	Embassy London	IRAN:  SUPPORTERS OF THE GREEN MOVEMENT PRESENT 
09CASABLANCA225	2009	2010	CONFIDENTIAL	Consulate Casablanca	MOROCCAN FM CRITICIZED FOR HAIDAR CASE 
05REYKJAVIK526	2005	2011	UNCLASSIFIED	Embassy Reykjavik	ICELAND:  REINVIGORATING PUBLIC DIPLOMACY CULTURAL 
10TRIPOLI79	2010	2011	CONFIDENTIAL	Embassy Tripoli	TECHNOLOGY TO TOURISM: HEAD OF INVESTMENT AUTHORITY DISCUSSES OPPORTUNITIES FOR U.S. BUSINESS IN LIBYA
08RABAT727	2008	2010	SECRET	Embassy Rabat	MOROCCO'S MILITARY: ADEQUATE, MODERNIZING, BUT 
10ADDISABABA247	2010	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Addis Ababa	x
05BRASILIA3124	2005	2010	CONFIDENTIAL	Embassy Brasilia	x
07BAGHDAD3895	2007	2010	CONFIDENTIAL	Embassy Baghdad	UK AMBASSADOR TO IRAN ON IRI NEGOTIATING STYLE, 
08LONDON1771	2008	2011	CONFIDENTIAL//NOFORN	Embassy London	LIBERAL DEMOCRAT LEADER NICK CLEGG OUTLINES THE 
08REYKJAVIK66	2008	2011	UNCLASSIFIED	Embassy Reykjavik	ICELANDIC PRIME MINISTER TO BUSINESS COMMUNITY: STAY THE 
10HAVANA9	2010	2010	SECRET	US Interests Section Havana	U.S.- CUBA CHILL EXAGGERATED, BUT OLD WAYS 
09DOHA728	2009	2010	SECRET	Embassy Doha	QATAR,S PRIME MINISTER ON IRAN: "THEY LIE TO US; 
08LAPAZ1667	2008	2010	CONFIDENTIAL	Embassy La Paz	A/S SHANNON MEETING WITH PRESIDENT EVO MORALES 
05BRASILIA598	2005	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	NEW ENVIRONMENTAL MEASURES FOR BRAZIL'S AMAZON 
10EFTOLONDON16	2010	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy London	UK TO SEND EMBASSY REPRESENTATIVE TO GICNT EPG MEETING REF: SECSTATE 130750 (SBU)
08ANKARA1417	2008	2011	SECRET	Embassy Ankara	GOT STATUS UPDATE ON TRANSFER OF BOEING 747 TO IRAN BY ANKAIR: THE PLOT THICKENS REF: SECSTATE 84112 
03THEHAGUE2113	2003	2011	SECRET	Embassy The Hague	TERRORIST FINANCE:THE HAGUE - NOTIFICATION OF 
86MADRID5480	1986	2010	SECRET	Embassy Madrid	QADHAFI RETALIATES AGAINST SPANISH EXPULSIONS 
09REYKJAVIK129	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND MOVING FORWARD WITH EU MEMBERSHIP PROCESS 
08REYKJAVIK253	2008	2011	CONFIDENTIAL	Embassy Reykjavik	ICELANDIC CENTRAL BANK ASKED NY FED FOR ONE BILLION USD LOAN 
10CAIRO247	2010	2011	CONFIDENTIAL	Embassy Cairo	DEMARCHE DELIVERED: MARCH UN HUMAN RIGHTS COUNCIL SESSION 
09PARIS286	2009	2010	SECRET	Embassy Paris	ENGAGING SYRIA: INSIGHTS FROM JEAN-CLAUDE COUSSERAN 
09STATE4134	2009	2010	SECRET	Secretary of State	x
08USNATO473	2008	2011	CONFIDENTIAL	Mission USNATO	UPDATE ON NATO AIR SURVEILLANCE AND TRAINING 
07TRIPOLI989	2007	2011	SECRET	Embassy Tripoli	LIBYA ESTABLISHES SPECIAL STATE SECURITY COURT TO TRY REGIME 
08ISLAMABAD3733	2008	2010	SECRET	Embassy Islamabad	PAKISTAN:  MUMBAI SITUATION UPDATE 
04BRASILIA2863	2004	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL-HAITI: READOUT OF PRESIDENTIAL ENVOY'S ASSESSMENTS, 22 NOVEMBER 2004 
09MOSCOW405	2009	2010	SECRET	Embassy Moscow	RUSSIA DELAYS DELIVERY OF S-300S TO IRAN? 
09BUENOSAIRES1026	2009	2010	CONFIDENTIAL	Embassy Buenos Aires	ARGENTINA: THERE'S LIFE AFTER THE CASA ROSADA FOR
07REYKJAVIK248	2007	2011	CONFIDENTIAL	Embassy Reykjavik	ICELAND: TIMELINE ON ADAPTED CFE DELIVERED 
09STATE113897	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Secretary of State	EGYPT LEAHY VETTING REPSONSE 
07PARAMARIBO510	2007	2011	CONFIDENTIAL	Embassy Paramaribo	(C) SUBJECT: BRIEFING INFORMATION FOR OCTOBER 6 
07CAIRO1417	2007	2010	CONFIDENTIAL	Embassy Cairo	PRESIDENTIAL SUCCESSION IN EGYPT 
08TRIPOLI505	2008	2011	CONFIDENTIAL	Embassy Tripoli	NEGOTIATIONS OVER MIL-MIL MOU CONTINUE 
